Date of Race,Time,Track,Horse,Distance,Place,Industry SP,Betfair SP,Predicted_Win_Probability,Race_ID,Predicted_Rank,Top_3_Flag,Odds_To_Use,Expected_Value,Field_Size,Kelly_Fraction,Reject_Reason,Winrate_Threshold,Bet_Placed,Stake,Actual_Result,Bet_Return,Bankroll_After_Race
2023-06-30,17:15:00,NEWMARKET,Idle Assembly,6f,4.0,8.0,8.15,0.13862027328461357,2023-06-30_17:15:00,4.0,False,8.0,0.10896218627690857,6,0.015566026610986938,kelly_low|,0,False,100.0,0,0.0,10586.048611033368
2023-07-01,13:15:00,NEWMARKET,Al Aasy,1m4f,5.0,3.25,3.9,0.23681790902882816,2023-07-01_13:15:00,3.0,True,3.25,-0.23034179565630852,5,-0.10237413140280378,kelly_low|ev_low|,0,False,100.0,0,0.0,10374.471697536614
2023-07-01,13:15:00,NEWMARKET,Phantom Flight,1m4f,4.0,6.0,6.72,0.19927718327527189,2023-07-01_13:15:00,4.0,False,6.0,0.1956630996516313,5,0.03913261993032626,kelly_low|,0,False,100.0,0,0.0,10374.471697536614
2023-07-01,13:50:00,NEWMARKET,Pogo,7f,3.0,4.0,3.98,0.15860759539700556,2023-07-01_13:50:00,4.0,False,4.0,-0.36556961841197777,6,-0.12185653947065926,kelly_low|ev_low|,0,False,100.0,0,0.0,10374.471697536614
2023-07-01,13:50:00,NEWMARKET,Jumby,7f,2.0,5.5,6.16,0.17465911632888498,2023-07-01_13:50:00,3.0,True,5.5,-0.03937486019113268,6,-0.008749968931362817,kelly_low|ev_low|,0,False,100.0,0,0.0,10374.471697536614
2023-07-01,14:25:00,NEWMARKET,Crocus Time,7f,3.0,11.0,14.0,0.1418491375581762,2023-07-01_14:25:00,4.0,False,11.0,0.5603405131399383,6,0.056034051313993825,odds_high|,0,False,100.0,0,0.0,10274.471697536614
2023-07-01,15:00:00,NEWMARKET,Royal Charter,1m,1.0,3.0,3.15,0.21265721684400052,2023-07-01_15:00:00,3.0,True,3.0,-0.36202834946799844,5,-0.18101417473399922,kelly_low|ev_low|,0,False,100.0,1,0.0,10274.471697536614
2023-07-01,15:00:00,NEWMARKET,Chealamy,1m,2.0,5.5,6.2,0.19007081618179356,2023-07-01_15:00:00,4.0,False,5.5,0.04538948899986461,5,0.010086553111081024,kelly_low|ev_low|,0,False,100.0,0,0.0,10274.471697536614
2023-07-13,13:50:00,NEWMARKET,Saint George,1m5f,3.0,5.5,5.89,0.2050257354129583,2023-07-13_13:50:00,3.0,True,5.5,0.12764154477127065,6,0.028364787726949035,kelly_low|,0,False,100.0,0,0.0,10058.338902288398
2023-07-13,13:50:00,NEWMARKET,Klondike,1m5f,4.0,11.0,11.71,0.08071817493852634,2023-07-13_13:50:00,4.0,False,11.0,-0.11210007567621016,6,-0.011210007567621017,kelly_low|ev_low|odds_high|,0,False,100.0,0,0.0,10058.338902288398
2023-07-13,15:35:00,NEWMARKET,Global Storm,1m4f,3.0,19.0,23.98,0.16942936468620293,2023-07-13_15:35:00,3.0,True,19.0,2.2191579290378556,4,0.1232865516132142,odds_high|,0,False,100.0,0,0.0,10058.338902288398
2023-07-13,15:35:00,NEWMARKET,Grand Alliance,1m4f,4.0,29.0,38.0,0.04527644587097448,2023-07-13_15:35:00,4.0,False,29.0,0.31301693025825994,4,0.01117917608065214,kelly_low|odds_high|,0,False,100.0,0,0.0,10058.338902288398
2023-07-13,16:45:00,NEWMARKET,Embesto,1m,2.0,7.0,8.59,0.10156036224674042,2023-07-13_16:45:00,4.0,False,7.0,-0.289077464272817,6,-0.04817957737880283,kelly_low|ev_low|,0,False,100.0,0,0.0,10058.338902288398
2023-07-13,16:45:00,NEWMARKET,Mostabshir,1m,4.0,7.0,7.23,0.1381171787178616,2023-07-13_16:45:00,3.0,True,7.0,-0.03317974897496867,6,-0.005529958162494779,kelly_low|ev_low|,0,False,100.0,0,0.0,10058.338902288398
2023-07-14,14:25:00,NEWMARKET,Woodhay Wonder,6f,3.0,29.0,57.69,0.017932607369136728,2023-07-14_14:25:00,3.0,True,29.0,-0.47995438629503495,4,-0.017141228081965533,kelly_low|ev_low|odds_high|,0,False,100.0,0,0.0,10058.338902288398
2023-07-14,14:25:00,NEWMARKET,Thanksbutnothanks,6f,4.0,51.0,91.6,0.008570166897736594,2023-07-14_14:25:00,4.0,False,51.0,-0.5629214882154336,4,-0.011258429764308672,kelly_low|ev_low|odds_high|,0,False,100.0,0,0.0,10058.338902288398
2023-07-14,17:20:00,NEWMARKET,Swayze,5f,6.0,3.75,4.5,0.1684448896085312,2023-07-14_17:20:00,3.0,True,3.75,-0.368331663968008,7,-0.13393878689745745,kelly_low|ev_low|,0,False,100.0,0,0.0,10058.338902288398
2023-07-14,17:20:00,NEWMARKET,Another Baar,5f,3.0,5.5,7.06,0.1553000423990883,2023-07-14_17:20:00,4.0,False,5.5,-0.1458497668050145,7,-0.03241105929000322,kelly_low|ev_low|,0,False,100.0,0,0.0,10058.338902288398
2023-07-15,13:40:00,NEWMARKET,Zenjabeela,7f,3.0,5.5,6.11,0.1909535611625197,2023-07-15_13:40:00,4.0,False,5.5,0.050244586393858426,7,0.01116546364307965,kelly_low|ev_low|,0,False,100.0,0,0.0,9958.338902288398
2023-07-15,14:15:00,NEWMARKET,Chasseral,7f,5.0,4.33,4.74,0.19510420562660458,2023-07-15_14:15:00,4.0,False,4.33,-0.15519878963680211,7,-0.04660624313417481,kelly_low|ev_low|,0,False,100.0,0,0.0,10458.338902288398
